message,timestamp,severity,tags,attributes
copy /usr/local/bin/mise,2026-08-20T19:24:28.401397336Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:b61ecba6eb7f4690ebed47c9b858ab4fe77ba5dcabc835b5e0e5e4341811c22e"",""inputs"":[""sha256:947663cd580370d431cb1a0888c1bf46a45b088b3ffeb4ea6e72cebdef2c885c"",""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5""]}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.8.6,2026-08-20T19:24:28.401397607Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c"",""started"":""2026-08-20T19:24:16.745230039Z"",""completed"":""2026-08-20T19:24:17.028346776Z""}"
docker-image://ghcr.io/railwayapp/railpack-runtime:mise-2026.8.6,2026-08-20T19:24:28.401398077Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:92c83761b802746a97a57b556da087c2d93d339ed845043df1756446c1a16f1b"",""started"":""2026-08-20T19:24:16.745340074Z"",""completed"":""2026-08-20T19:24:17.036572257Z""}"
docker-image://ghcr.io/railwayapp/railpack-runtime:mise-2026.8.6,2026-08-20T19:24:28.401398538Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:92c83761b802746a97a57b556da087c2d93d339ed845043df1756446c1a16f1b"",""started"":""2026-08-20T19:24:16.745340074Z"",""completed"":""2026-08-20T19:24:17.036572257Z""}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.8.6,2026-08-20T19:24:28.401398909Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c"",""started"":""2026-08-20T19:24:23.371253802Z"",""completed"":""2026-08-20T19:24:23.438265015Z"",""cached"":true}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.8.6,2026-08-20T19:24:28.401399189Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c"",""started"":""2026-08-20T19:24:23.371253802Z"",""completed"":""2026-08-20T19:24:23.438265015Z"",""cached"":true}"
loading .,2026-08-20T19:24:28.401727622Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:3ab71360e1c894ceb8c3ce34b867544fa8f1dd8c2733fc78b096c2d0e9df6674"",""started"":""2026-08-20T19:24:28.40140671Z"",""completed"":""2026-08-20T19:24:28.401452409Z""}"
mkdir /etc/mise,2026-08-20T19:24:28.402433891Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:e20fa51d9130ef6c105301e8bb5c72db8c351bfe037db161e62a3969167691ed"",""inputs"":[""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c""],""started"":""2026-08-20T19:24:28.402086681Z"",""completed"":""2026-08-20T19:24:28.402086681Z"",""cached"":true}"
create mise config,2026-08-20T19:24:28.402435244Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:64c076067442fd233607b6cee6458059d86dda43d49225e160102b97d250db6e"",""inputs"":[""sha256:e20fa51d9130ef6c105301e8bb5c72db8c351bfe037db161e62a3969167691ed""],""started"":""2026-08-20T19:24:28.402086681Z"",""cached"":true}"
loading .,2026-08-20T19:24:28.402436435Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:3ab71360e1c894ceb8c3ce34b867544fa8f1dd8c2733fc78b096c2d0e9df6674"",""started"":""2026-08-20T19:24:28.402103025Z""}"
create mise config,2026-08-20T19:24:28.414731503Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:64c076067442fd233607b6cee6458059d86dda43d49225e160102b97d250db6e"",""inputs"":[""sha256:e20fa51d9130ef6c105301e8bb5c72db8c351bfe037db161e62a3969167691ed""],""started"":""2026-08-20T19:24:28.402086681Z"",""completed"":""2026-08-20T19:24:28.414375238Z"",""cached"":true}"
install mise packages: python,2026-08-20T19:24:28.414932334Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""inputs"":[""sha256:64c076067442fd233607b6cee6458059d86dda43d49225e160102b97d250db6e""],""started"":""2026-08-20T19:24:28.414726565Z""}"
loading .,2026-08-20T19:24:28.486694676Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:3ab71360e1c894ceb8c3ce34b867544fa8f1dd8c2733fc78b096c2d0e9df6674"",""started"":""2026-08-20T19:24:28.402103025Z"",""completed"":""2026-08-20T19:24:28.486285532Z""}"
"mise python@3.11.9   [1/3] install
",2026-08-20T19:24:29.079189962Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""stream"":2,""data"":""bWlzZSBweXRob25AMy4xMS45ICAgWzEvM10gaW5zdGFsbAo="",""timestamp"":""2026-08-20T19:24:29.079189962Z""}"
"mise python@3.11.9   [1/3] download cpython-3.11.9+20240814-x86_64-unknown-linux-gnu-install_only_stripped.tar.gz
",2026-08-20T19:24:29.079430483Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""stream"":2,""data"":""bWlzZSBweXRob25AMy4xMS45ICAgWzEvM10gZG93bmxvYWQgY3B5dGhvbi0zLjExLjkrMjAyNDA4MTQteDg2XzY0LXVua25vd24tbGludXgtZ251LWluc3RhbGxfb25seV9zdHJpcHBlZC50YXIuZ3oK"",""timestamp"":""2026-08-20T19:24:29.079430483Z""}"
"mise python@3.11.9   [1/3] generate checksum cpython-3.11.9+20240814-x86_64-unknown-linux-gnu-install_only_stripped.tar.gz
",2026-08-20T19:24:29.288094421Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""stream"":2,""data"":""bWlzZSBweXRob25AMy4xMS45ICAgWzEvM10gZ2VuZXJhdGUgY2hlY2tzdW0gY3B5dGhvbi0zLjExLjkrMjAyNDA4MTQteDg2XzY0LXVua25vd24tbGludXgtZ251LWluc3RhbGxfb25seV9zdHJpcHBlZC50YXIuZ3oK"",""timestamp"":""2026-08-20T19:24:29.288094421Z""}"
"mise python@3.11.9   [1/3] verify GitHub artifact attestations
",2026-08-20T19:24:29.302909269Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""stream"":2,""data"":""bWlzZSBweXRob25AMy4xMS45ICAgWzEvM10gdmVyaWZ5IEdpdEh1YiBhcnRpZmFjdCBhdHRlc3RhdGlvbnMK"",""timestamp"":""2026-08-20T19:24:29.302909269Z""}"
"mise ERROR Failed to install core:python@3.11.9: No GitHub artifact attestations found for python@3.11.9
To disable attestation verification, set MISE_PYTHON_GITHUB_ATTESTATIONS=false
or add `python.github_attestations = false` under [settings] in mise.toml
mise ERROR Version: 2026.8.6 linux-x64 (2026-08-14)
mise ERROR Run with --verbose or MISE_VERBOSE=1 for more information
",2026-08-20T19:24:29.477596498Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""stream"":2,""data"":""bWlzZSBFUlJPUiBGYWlsZWQgdG8gaW5zdGFsbCBjb3JlOnB5dGhvbkAzLjExLjk6IE5vIEdpdEh1YiBhcnRpZmFjdCBhdHRlc3RhdGlvbnMgZm91bmQgZm9yIHB5dGhvbkAzLjExLjkKVG8gZGlzYWJsZSBhdHRlc3RhdGlvbiB2ZXJpZmljYXRpb24sIHNldCBNSVNFX1BZVEhPTl9HSVRIVUJfQVRURVNUQVRJT05TPWZhbHNlCm9yIGFkZCBgcHl0aG9uLmdpdGh1Yl9hdHRlc3RhdGlvbnMgPSBmYWxzZWAgdW5kZXIgW3NldHRpbmdzXSBpbiBtaXNlLnRvbWwKbWlzZSBFUlJPUiBWZXJzaW9uOiAyMDI2LjguNiBsaW51eC14NjQgKDIwMjYtMDgtMTQpCm1pc2UgRVJST1IgUnVuIHdpdGggLS12ZXJib3NlIG9yIE1JU0VfVkVSQk9TRT0xIGZvciBtb3JlIGluZm9ybWF0aW9uCg=="",""timestamp"":""2026-08-20T19:24:29.477596498Z""}"
install mise packages: python,2026-08-20T19:24:29.652006612Z,error,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""error"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""inputs"":[""sha256:64c076067442fd233607b6cee6458059d86dda43d49225e160102b97d250db6e""],""started"":""2026-08-20T19:24:28.414726565Z"",""completed"":""2026-08-20T19:24:29.651506983Z"",""error"":""process \""mise install\"" did not complete successfully: exit code: 1""}"
"Build Failed: build daemon returned an error < failed to solve: process ""mise install"" did not complete successfully: exit code: 1 >",2026-08-20T19:24:29.688558985Z,error,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""error""}"
"scheduling build on Metal builder ""builder-ldhvbe""",2026-08-20T19:24:36.451807145Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
