message,timestamp,severity,tags,attributes
local://prepare-context,2026-08-20T19:24:23.102550501Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:ccf952c78508afa5e4cc6a5e74e4b71a7504cde3dc33197857522ea2795f5e9b"",""started"":""2026-08-20T19:24:23.101524832Z""}"
local://prepare-context,2026-08-20T19:24:23.102561448Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:ccf952c78508afa5e4cc6a5e74e4b71a7504cde3dc33197857522ea2795f5e9b"",""started"":""2026-08-20T19:24:23.101524832Z"",""completed"":""2026-08-20T19:24:23.101599244Z""}"
local://prepare-context,2026-08-20T19:24:23.102564132Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:ccf952c78508afa5e4cc6a5e74e4b71a7504cde3dc33197857522ea2795f5e9b"",""started"":""2026-08-20T19:24:23.101888708Z""}"
docker-image://ghcr.io/railwayapp/railpack-builder:latest,2026-08-20T19:24:23.260438135Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:56f3f57001b11667178741501c7fe0bc973e9e10e1e21857cf6a5f495dfa1652"",""started"":""2026-08-20T19:24:23.101237722Z"",""completed"":""2026-08-20T19:24:23.260127308Z""}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.8.6,2026-08-20T19:24:23.371679300Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c"",""started"":""2026-08-20T19:24:16.745230039Z"",""completed"":""2026-08-20T19:24:17.028346776Z""}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.8.6,2026-08-20T19:24:23.371681243Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c"",""started"":""2026-08-20T19:24:23.371253802Z"",""cached"":true}"
local://prepare-driver,2026-08-20T19:24:23.393854692Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:acb3accac1ea115772d2b67bcc2212e5061039a425c36a7ef47934e8334068aa"",""started"":""2026-08-20T19:24:23.101500035Z"",""completed"":""2026-08-20T19:24:23.39334658Z""}"
local://prepare-context,2026-08-20T19:24:23.421663206Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:ccf952c78508afa5e4cc6a5e74e4b71a7504cde3dc33197857522ea2795f5e9b"",""started"":""2026-08-20T19:24:23.101888708Z"",""completed"":""2026-08-20T19:24:23.421298989Z""}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.8.6,2026-08-20T19:24:23.438755832Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c"",""started"":""2026-08-20T19:24:23.371253802Z"",""completed"":""2026-08-20T19:24:23.438265015Z"",""cached"":true}"
[railway] prepare railpack-v0.37.0,2026-08-20T19:24:23.466433168Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:21ae7ae738d24cd31e3dd8449e1a0aba30420b0f69e0bcdd17046826b80b5f24"",""inputs"":[""sha256:56f3f57001b11667178741501c7fe0bc973e9e10e1e21857cf6a5f495dfa1652"",""sha256:ccf952c78508afa5e4cc6a5e74e4b71a7504cde3dc33197857522ea2795f5e9b"",""sha256:acb3accac1ea115772d2b67bcc2212e5061039a425c36a7ef47934e8334068aa""],""started"":""2026-08-20T19:24:23.465880669Z""}"
"                   
[38;2;125;86;243m╭─────────────────╮[0m
[38;2;125;86;243m│[0m Railpack 0.37.0 [38;2;125;86;243m│[0m
[38;2;125;86;243m╰─────────────────╯[0m

  [97m↳ Detected Python[0m
  [97m↳ Using pip[0m
  [97m↳ Found web command in Procfile[0m
            
  [1mPackages[0m  
  [38;5;238m──────────[0m
  [95mpython[0m  [38;5;238m│[0m  [96m3.11.9[0m  [38;5;238m│[0m  runtime.txt (3.11.9)
            
  [1mSteps[0m     
  [38;5;238m──────────[0m
  [95m▸ install[0m
    [38;5;245m$[0m [1mpython -m venv /app/.venv[0m
    [38;5;245m$[0m [1mpip install -r requirements.txt[0m
            
  [1mDeploy[0m    
  [38;5;238m──────────[0m
    [38;5;245m$[0m [1muvicorn api.index:app --host 0.0.0.0 --port $PORT[0m

",2026-08-20T19:24:26.729484209Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""log"",""vertex"":""sha256:21ae7ae738d24cd31e3dd8449e1a0aba30420b0f69e0bcdd17046826b80b5f24"",""stream"":1,""data"":""ICAgICAgICAgICAgICAgICAgIAobWzM4OzI7MTI1Ozg2OzI0M23ila3ilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDilIDila4bWzBtChtbMzg7MjsxMjU7ODY7MjQzbeKUghtbMG0gUmFpbHBhY2sgMC4zNy4wIBtbMzg7MjsxMjU7ODY7MjQzbeKUghtbMG0KG1szODsyOzEyNTs4NjsyNDNt4pWw4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pWvG1swbQoKICAbWzk3beKGsyBEZXRlY3RlZCBQeXRob24bWzBtCiAgG1s5N23ihrMgVXNpbmcgcGlwG1swbQogIBtbOTdt4oazIEZvdW5kIHdlYiBjb21tYW5kIGluIFByb2NmaWxlG1swbQogICAgICAgICAgICAKICAbWzFtUGFja2FnZXMbWzBtICAKICAbWzM4OzU7MjM4beKUgOKUgOKUgOKUgOKUgOKUgOKUgOKUgOKUgOKUgBtbMG0KICAbWzk1bXB5dGhvbhtbMG0gIBtbMzg7NTsyMzht4pSCG1swbSAgG1s5Nm0zLjExLjkbWzBtICAbWzM4OzU7MjM4beKUghtbMG0gIHJ1bnRpbWUudHh0ICgzLjExLjkpCiAgICAgICAgICAgIAogIBtbMW1TdGVwcxtbMG0gICAgIAogIBtbMzg7NTsyMzht4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSA4pSAG1swbQogIBtbOTVt4pa4IGluc3RhbGwbWzBtCiAgICAbWzM4OzU7MjQ1bSQbWzBtIBtbMW1weXRob24gLW0gdmVudiAvYXBwLy52ZW52G1swbQogICAgG1szODs1OzI0NW0kG1swbSAbWzFtcGlwIGluc3RhbGwgLXIgcmVxdWlyZW1lbnRzLnR4dBtbMG0KICAgICAgICAgICAgCiAgG1sxbURlcGxveRtbMG0gICAgCiAgG1szODs1OzIzOG3ilIDilIDilIDilIDilIDilIDilIDilIDilIDilIAbWzBtCiAgICAbWzM4OzU7MjQ1bSQbWzBtIBtbMW11dmljb3JuIGFwaS5pbmRleDphcHAgLS1ob3N0IDAuMC4wLjAgLS1wb3J0ICRQT1JUG1swbQoK"",""timestamp"":""2026-08-20T19:24:26.729484209Z""}"
[railway] prepare railpack-v0.37.0,2026-08-20T19:24:27.336420191Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:21ae7ae738d24cd31e3dd8449e1a0aba30420b0f69e0bcdd17046826b80b5f24"",""inputs"":[""sha256:56f3f57001b11667178741501c7fe0bc973e9e10e1e21857cf6a5f495dfa1652"",""sha256:ccf952c78508afa5e4cc6a5e74e4b71a7504cde3dc33197857522ea2795f5e9b"",""sha256:acb3accac1ea115772d2b67bcc2212e5061039a425c36a7ef47934e8334068aa""],""started"":""2026-08-20T19:24:23.465880669Z"",""completed"":""2026-08-20T19:24:27.33605915Z""}"
resolve image config for docker-image://ghcr.io/railwayapp/railpack-frontend:v0.37.0,2026-08-20T19:24:27.723122417Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:83c441fd8d739d8742ff055fb1dd4ba8554cfeed97d5de749ac2258478a9e68e"",""started"":""2026-08-20T19:24:27.722793143Z""}"
resolve image config for docker-image://ghcr.io/railwayapp/railpack-frontend:v0.37.0,2026-08-20T19:24:27.880892434Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:83c441fd8d739d8742ff055fb1dd4ba8554cfeed97d5de749ac2258478a9e68e"",""started"":""2026-08-20T19:24:27.722793143Z"",""completed"":""2026-08-20T19:24:27.880348498Z""}"
docker-image://ghcr.io/railwayapp/railpack-frontend:v0.37.0@sha256:6e7a0aff6b7ac7832d91facbad8011086a6e5cac9b4df56c045d4c82bd848f8c,2026-08-20T19:24:27.881501147Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:2e1748ebe7c06cd953ae76a95d428ae78c91b5bc9cb7d19f423e1e9be709cf9b"",""started"":""2026-08-20T19:24:16.421979476Z"",""completed"":""2026-08-20T19:24:16.432369686Z""}"
docker-image://ghcr.io/railwayapp/railpack-frontend:v0.37.0@sha256:6e7a0aff6b7ac7832d91facbad8011086a6e5cac9b4df56c045d4c82bd848f8c,2026-08-20T19:24:27.881501899Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:2e1748ebe7c06cd953ae76a95d428ae78c91b5bc9cb7d19f423e1e9be709cf9b"",""started"":""2026-08-20T19:24:16.432574243Z"",""completed"":""2026-08-20T19:24:16.432597057Z"",""cached"":true}"
docker-image://ghcr.io/railwayapp/railpack-frontend:v0.37.0@sha256:6e7a0aff6b7ac7832d91facbad8011086a6e5cac9b4df56c045d4c82bd848f8c,2026-08-20T19:24:27.881504743Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:2e1748ebe7c06cd953ae76a95d428ae78c91b5bc9cb7d19f423e1e9be709cf9b"",""started"":""2026-08-20T19:24:16.432574243Z"",""completed"":""2026-08-20T19:24:16.432597057Z"",""cached"":true}"
load build definition from ./railpack-plan.json,2026-08-20T19:24:28.092945768Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:8d55aad1ee0a91293bb69b42f2f4b99a3507003638d43b3d030a1cd7e7d911e4""}"
load build definition from ./railpack-plan.json,2026-08-20T19:24:28.093185728Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:8d55aad1ee0a91293bb69b42f2f4b99a3507003638d43b3d030a1cd7e7d911e4"",""started"":""2026-08-20T19:24:28.092779358Z"",""completed"":""2026-08-20T19:24:28.092869423Z""}"
load build definition from ./railpack-plan.json,2026-08-20T19:24:28.093252868Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:8d55aad1ee0a91293bb69b42f2f4b99a3507003638d43b3d030a1cd7e7d911e4"",""started"":""2026-08-20T19:24:28.093026218Z""}"
load build definition from ./railpack-plan.json,2026-08-20T19:24:28.186539735Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:8d55aad1ee0a91293bb69b42f2f4b99a3507003638d43b3d030a1cd7e7d911e4"",""started"":""2026-08-20T19:24:28.093026218Z"",""completed"":""2026-08-20T19:24:28.183362598Z""}"
copy /etc/mise/config.toml,2026-08-20T19:24:28.401387081Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:b844c23c2997645ef2f9228a9d1223b54fd588fc8c86f90330f9786ca18d4287"",""inputs"":[""sha256:b61ecba6eb7f4690ebed47c9b858ab4fe77ba5dcabc835b5e0e5e4341811c22e"",""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5""]}"
pip install -r requirements.txt,2026-08-20T19:24:28.401388743Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:45b068182ac24f1e6939f2ceeb16128f1622879ba7138e47dc53e4ba829deee0"",""inputs"":[""sha256:803b8488b810d6a6fc17548996c03b9683069c0912a7c6fefcb1c3ba5cb97639""]}"
copy /mise/installs,2026-08-20T19:24:28.401389014Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:947663cd580370d431cb1a0888c1bf46a45b088b3ffeb4ea6e72cebdef2c885c"",""inputs"":[""sha256:d158a6260d973834fc49dadb31825489abb2f6bdd8df2c324e449692e9c08f80"",""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5""]}"
copy /mise/shims,2026-08-20T19:24:28.401389384Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:d158a6260d973834fc49dadb31825489abb2f6bdd8df2c324e449692e9c08f80"",""inputs"":[""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5""]}"
install mise packages: python,2026-08-20T19:24:28.401389655Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5"",""inputs"":[""sha256:64c076067442fd233607b6cee6458059d86dda43d49225e160102b97d250db6e""]}"
python -m venv /app/.venv,2026-08-20T19:24:28.401390296Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:6e6f637f954d1fb69f51293f12d00fe55d2a8bbc93a04793fd902971aafb69d5"",""inputs"":[""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5""]}"
mkdir /etc/mise,2026-08-20T19:24:28.401390686Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:e20fa51d9130ef6c105301e8bb5c72db8c351bfe037db161e62a3969167691ed"",""inputs"":[""sha256:5d57ca7a8d197d8d0e39b9cadcff0416a442afcf12f185e3409aa5a94f41738c""]}"
copy / /app,2026-08-20T19:24:28.401392849Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:2702c22e2593424259151adcf904ba61839fd8660d299e3b9e50d6d77ad88960"",""inputs"":[""sha256:45b068182ac24f1e6939f2ceeb16128f1622879ba7138e47dc53e4ba829deee0"",""sha256:3ab71360e1c894ceb8c3ce34b867544fa8f1dd8c2733fc78b096c2d0e9df6674""]}"
copy /app/.venv,2026-08-20T19:24:28.401393300Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:5c3abb452e8d1246d5737800ae7509e7fdef6847ffd2f7a5bff00555e8745899"",""inputs"":[""sha256:2702c22e2593424259151adcf904ba61839fd8660d299e3b9e50d6d77ad88960""]}"
copy /app,2026-08-20T19:24:28.401393570Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:453e890566b848de534a64310feaef993c96ed7af4a82810a561a4d93f58e1a4"",""inputs"":[""sha256:2702c22e2593424259151adcf904ba61839fd8660d299e3b9e50d6d77ad88960""]}"
"[railpack] merge ghcr.io/railwayapp/railpack-runtime:mise-2026.8.6, $packages:mise, $build, $build",2026-08-20T19:24:28.401394972Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:c2fc08ee05a3d7a4d79d3f9f22b843eb9a05b8796bbeb49a5117a89d428ddd56"",""inputs"":[""sha256:92c83761b802746a97a57b556da087c2d93d339ed845043df1756446c1a16f1b"",""sha256:a2f6b34dd8e98dec2377284817d5ae9934bc3aacb2817ea17b5e27d0f098c151"",""sha256:5c3abb452e8d1246d5737800ae7509e7fdef6847ffd2f7a5bff00555e8745899"",""sha256:453e890566b848de534a64310feaef993c96ed7af4a82810a561a4d93f58e1a4""]}"
copy /root/.local/state/mise,2026-08-20T19:24:28.401395613Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:a2f6b34dd8e98dec2377284817d5ae9934bc3aacb2817ea17b5e27d0f098c151"",""inputs"":[""sha256:b844c23c2997645ef2f9228a9d1223b54fd588fc8c86f90330f9786ca18d4287"",""sha256:441775b11edb80031626e109bf29102ad8c4a19ff8caf2d6a159238b587de9f5""]}"
loading .,2026-08-20T19:24:28.401396094Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:3ab71360e1c894ceb8c3ce34b867544fa8f1dd8c2733fc78b096c2d0e9df6674""}"
copy requirements.txt,2026-08-20T19:24:28.401396465Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:803b8488b810d6a6fc17548996c03b9683069c0912a7c6fefcb1c3ba5cb97639"",""inputs"":[""sha256:6e6f637f954d1fb69f51293f12d00fe55d2a8bbc93a04793fd902971aafb69d5"",""sha256:3ab71360e1c894ceb8c3ce34b867544fa8f1dd8c2733fc78b096c2d0e9df6674""]}"
create mise config,2026-08-20T19:24:28.401397056Z,info,"{""serviceId"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deploymentId"":""c6743aa4-1a9b-409f-be34-93a7d5de4598"",""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:64c076067442fd233607b6cee6458059d86dda43d49225e160102b97d250db6e"",""inputs"":[""sha256:e20fa51d9130ef6c105301e8bb5c72db8c351bfe037db161e62a3969167691ed""]}"
